bdb,strongs,LemmaGuess
BDB5166,H5195,נָטִיעַ
BDB5167,H4302,מַטָּע
BDB5168,H5197,נָטַף
BDB5169,H5198,נָטָף
BDB5170,H5198,נָטָף
BDB5171,H5188,נְטִיפָה
BDB5172,H5199,נְטֹפָה
BDB5173,H5200,נְטֹפָתִי
BDB5174,H5201,נָטַר
BDB5175,H4307,מַטָּרָה
BDB5176,H5203,נָטַשׁ
BDB5177,H5189,נְטִישָׁה
BDB5178,H4995,נִיא
BDB5179,H4994,נָא
BDB5180,H5210,נִינְוֵה
BDB5181,H5212,נִיסָן
BDB5182,H5214,נִיר
BDB5183,H5215,נִיר
BDB5183,H5216,נִיר
BDB5185,H4500,מָנוֺר
BDB5186,H5217,נָכָא
BDB5187,H5218,נָכָא
BDB5188,H5218,נָכֵא
BDB5189,H5219,נְכאֹת
BDB5191,H5220,נֶ֫כֶד
BDB5192,H5221,נָכָה
BDB5193,H5223,נָכֵה
BDB5194,H5222,נֵכֶה
BDB5196,H4347,מַכָּה
BDB5197,H5224,נְכוֺ
BDB5197,H6549,נְכוֺ
BDB5199,H5226,נֹ֫כַח
BDB5199,H5227,נֹ֫כַח
BDB5200,H5228,נָכֹחַ
BDB5200,H5229,נָכֹחַ
BDB5201,H5230,נָכַל
BDB5202,H5231,נֵ֫כֶל
BDB5203,H3596,כִּילַי
BDB5204,H5233,נֶ֫כֶס
BDB5205,H5234,נָכַר
BDB5206,H1971,הַכָּרָה
BDB5207,H4378,מַכָּר
BDB5209,H5235,נֶ֫כֶר
BDB5210,H5236,נֵכָר
BDB5211,H5237,נָכְרִי
BDB5212,H5234,נכר
BDB5213,H5238,נְכֹת
BDB5214,H5239,נלה
BDB5215,H4512,מִנְלֶה
BDB5216,H5240,נְמִבְזָה
BDB5217,H5241,נְמוּאֵל
BDB5218,H5242,נְמוּאֵלִי
BDB5220,H5244,נְמָלָה
BDB5222,H5246,נָמֵר
BDB5223,H5247,נִמְרָה
BDB5224,H5249,נִמְרִים
BDB5225,H5248,נִמְרֹד
BDB5226,H5250,נִמְשִׁי
BDB5227,H5254,נָסָה
BDB5228,H4531,מַסָּה
BDB5229,H4532,מַסָּה
BDB5230,H5255,נָסַח
BDB5231,H5258,נָסַךְ
BDB5232,H5262,נֶ֫סֶךְ
BDB5233,H5257,נָסִיךְ
BDB5234,H4541,מַסֵּכָה
BDB5235,H5259,נָסַךְ
BDB5236,H4541,מַסֵּכָה
BDB5237,H4545,מַסֶּ֫כֶת
BDB5238,H5258,נָסַךְ
BDB5239,H5257,נָסִיךְ
BDB5240,H5263,נָסַס
BDB5241,H5264,נסס
BDB5242,H5251,נֵס
BDB5242,H3071,נֵס
BDB5243,H5265,נָסַע
BDB5244,H4550,מַסַּע
BDB5245,H4551,מַסֶּע
BDB5247,H4551,מַסָּע
BDB5248,H5266,נסק
BDB5249,H5268,נִסְרֹךְ
BDB5250,H5272,נְעִיאֵל
BDB5251,H5274,נָעַל
BDB5252,H5275,נַ֫עַל
BDB5253,H5274,נָעַל
BDB5254,H4514,מַנְעוּל
BDB5255,H4515,מִנְעָל
BDB5256,H5276,נָעֵם
BDB5257,H5278,נֹ֫עַם
BDB5258,H5277,נָ֑עַם
BDB5259,H5273,נָעִים
BDB5260,H5279,נַעֲמָה
BDB5261,H5279,נַעֲמָה
BDB5262,H5281,נָעֳמִי
BDB5263,H5282,נַעֲמָן
BDB5264,H5283,נַעֲמָן
BDB5265,H5280,נַעֲמִי
BDB5266,H5284,נַעֲמָתִי
BDB5267,H4516,מַנְעַמִּים
BDB5269,H5273,נָעִים
BDB5271,H5285,נַעֲצוּץ
BDB5272,H5286,נָעַר
BDB5273,H5287,נָעַר
BDB5274,H5288,נַ֫עַר
BDB5275,H5296,נְעֹ֫רֶת
BDB5277,H5289,נַ֫עַר
BDB5278,H5290,נֹ֫עַר
BDB5279,H5291,נַעֲרָה
BDB5280,H5271,נְעוּרִים
BDB5281,H5271,נְעוּרוֺת
BDB5282,H5292,נַעֲרָה
BDB5283,H5292,נַעֲרָה
BDB5284,H5293,נַעֲרַי
BDB5285,H5294,נְעַרְיָה
BDB5286,H5295,נַעֲרָן
BDB5287,H5298,נֶ֫פֶג
BDB5288,H5301,נָפַח
BDB5289,H5302,נֹ֫פַח
BDB5290,H4646,מַפָּח
BDB5291,H4647,מַפֻּחַ
BDB5292,H8598,תַּפּוּחַ
BDB5293,H8599,תַּפֻּחַ
BDB5294,H8599,תַּפּוּחַ
BDB5295,H5300,נפיסים
BDB5295,H5304,נפיסים
BDB5296,H5306,נֹ֫פֶךְ
BDB5297,H5307,נָפַל
BDB5298,H5309,נֵ֫פֶל
BDB5299,H4651,מַפָּל
BDB5300,H4654,מַפָּלָה
BDB5301,H4654,מַפֵּלָה
BDB5302,H4658,מַפֶּ֫לֶת
BDB5303,H5303,נְפִלִים
BDB5304,H5310,נָפַץ
BDB5305,H5311,נֶ֫פֶץ
BDB5306,H4660,מַפָּץ
BDB5307,H4661,מַפֵּץ
BDB5308,H5310,נָפַץ
BDB5310,H5315,נֶ֫פֶשׁ
BDB5311,H5314,נָפַשׁ
BDB5312,H5305,נָפִישׁ
BDB5313,H5317,נֹ֫פֶת
BDB5314,H5320,נַפְתֻּחִים
BDB5315,H5323,נָצָא
BDB5316,H5324,נָצַב
BDB5317,H5325,נִצָּב
BDB5318,H5333,נְצִיב
BDB5319,H5334,נְצִיב
BDB5320,H4673,מַצָּב
BDB5321,H4674,מֻצָּב
BDB5322,H4675,מַצָּבָה
BDB5323,H4675,מִצָּבָה
BDB5324,H4676,מַצֵּבָה
BDB5324,H4678,מַצֵּבָה
BDB5324,H5324,מַצֵּבָה
BDB5325,H5132,נָצָה
BDB5326,H5133,נוֺצה
BDB5327,H5327,נָצָה
BDB5328,H4683,מַצָּה
BDB5329,H4695,מַצּוּת
BDB5330,H5327,נָצָה
BDB5331,H5329,נָצַח
BDB5332,H5331,נֵ֫צַח
BDB5334,H5332,נֵ֫צַח
BDB5335,H5335,נְצִיחַ
BDB5336,H5337,נָצַל
BDB5337,H2020,הַצָּלָה
BDB5338,H5340,נָצַץ
BDB5339,H5213,נִיצוֺץ
BDB5340,H5322,נֵץ
BDB5341,H5328,נִצָּה
BDB5342,H5339,נִצָּן
BDB5343,H5006,נָצַץ
BDB5343,H5132,נָצַץ
BDB5345,H5322,נֵץ
BDB5346,H5341,נָצַר
BDB5347,H5336,נציר
BDB5349,H5342,נֵ֫צְר
BDB5350,H5344,נָקַב
BDB5351,H5345,נֶ֫קֶב
BDB5352,H5346,נֶ֫קֶב
BDB5353,H5347,נְקֵבָה
BDB5354,H4717,מַקֶּ֑בֶת
BDB5354,H4718,מַקֶּ֑בֶת
BDB5355,H4718,מַקֶּ֑בֶת
BDB5356,H5344,נָקַב
BDB5358,H5348,נָקֹד
BDB5359,H5350,נִקּוּד
BDB5360,H5351,נְקֻדָּה
BDB5362,H5349,נֹקֵד
BDB5363,H5353,נְקוֺדָא
BDB5364,H5352,נָקָה
BDB5365,H5355,נָקִי
BDB5366,H5355,נָקִיא
BDB5367,H5356,נִקָּיוֺן
BDB5368,H4518,מְנַקִּיָּה
BDB5369,H5358,נָקַם
BDB5370,H5359,נָקָם
BDB5371,H5360,נְקָמָה
BDB5372,H5361,נָקַע
BDB5373,H5362,נָקַף
BDB5374,H5363,נֹ֫קֶף
BDB5375,H5362,נָקַף
BDB5376,H5364,נִקְפָּה
BDB5378,H5357,נָקִיק
BDB5379,H5365,נָקַר
BDB5380,H5366,נְקָרָה
BDB5381,H5367,נָקַשׁ
BDB5382,H5370,נֵרְגָ֑ל
BDB5383,H5371,נֵרְגַּל שַׂרְאֶ֫צֶר
BDB5384,H5373,נֵרְדְּ
BDB5385,H4984,נָשָׂא
BDB5385,H5379,נָשָׂא
BDB5386,H5379,נִשֵּׂאת
BDB5387,H5385,נְשׂוּאָה
BDB5388,H5387,נָשִׂיא
BDB5389,H5387,נָשִׂיא
BDB5390,H4853,מַשָּׂא
BDB5390,H4854,מַשָּׂא
BDB5391,H4853,מַשָּׂא
BDB5392,H4856,מַשּׂא
BDB5393,H4858,מַשָּׂאָה
BDB5394,H4864,מַשְׂאֵת
BDB5395,H7863,שִׂיא
BDB5396,H7865,שִׂיאֹן
BDB5397,H7613,שְׂאֵת
BDB5398,H5381,נָשַׂג
BDB5400,H4883,מַשּׂוֺר
BDB5401,H5378,נָשָׁא
BDB5401,H5383,נָשָׁא
BDB5402,H4855,מַשָּׁא
BDB5403,H4859,מַשָּׁאָה
BDB5404,H5377,נָשָׁא
BDB5405,H4860,מַשָּׁאוֺן
BDB5406,H4876,מַשּׁוּאוֺת
BDB5406,H4875,מַשּׁוּאוֺת
BDB5407,H5382,נָשָׁא
BDB5408,H5380,נָשַׁב
BDB5409,H5378,נָשָׁה
BDB5410,H5386,נְשִׁי
BDB5411,H4874,מַשֶּׁה
BDB5412,H5382,נָשָׁה
BDB5413,H5388,נְשִׁיָּה
BDB5414,H3449,יִשִּׁיָּהוּ
BDB5415,H5384,נָשֶׁה
BDB5416,H5391,נָשַׁךְ
BDB5417,H5392,נֶ֫שֶׁךְ
BDB5418,H5391,נָשַׁךְ
BDB5419,H5393,נִשְׁכָּה
BDB5420,H5394,נָשַׁל
BDB5421,H5395,נשׁם
BDB5422,H5397,נְשָׁמָה
BDB5423,H8580,תִּנְשֶׁ֫מֶת
BDB5424,H5398,נָשַׁף
BDB5425,H5399,נֶ֫שֶׁף
BDB5426,H3244,יַנְשׁוּף
BDB5427,H5401,נָשַׁק
BDB5428,H5390,נְשִׁיקָה
BDB5429,H5401,נָשַׁק
BDB5430,H5402,נֶ֫שֶׁק
BDB5431,H5404,נֶשֶׁר
BDB5432,H5405,נָשַׁת
BDB5433,H5406,נִשְׁתְּוָן
BDB5435,H5410,נָתִיב
BDB5436,H5410,נְתִיבָה
BDB5437,H5408,נָתַח
BDB5438,H5409,נֵ֫תַח
BDB5439,H5413,נָתַךְ
BDB5440,H2046,הִתּוּךְ
BDB5441,H5414,נָתַן
BDB5442,H5416,נָתָן
BDB5443,H5419,נְתַןמֶֿ֫לֶךְ
BDB5444,H5411,נְתִינִים
BDB5445,H5417,נְתַנְאֵל
BDB5446,H5418,נְתַנְיָ֫הוּ
BDB5447,H4976,מַתָּן
BDB5448,H4977,מַתָּן
BDB5449,H4979,מַתָּנָה
BDB5450,H4980,מַתָּנָה
BDB5451,H4991,מַתַּת
BDB5452,H4983,מַתַּנְיָ֫הוּ
BDB5453,H4982,מַתְּנַי
BDB5454,H4993,מַתִּתְיָ֫הוּ
BDB5455,H4992,מַתַּתָּה
BDB5456,H5420,נָתַס
BDB5457,H5421,נָתַע
BDB5458,H5422,נָתַץ
BDB5459,H5423,נָתַק
BDB5460,H5424,נֶ֫תֶק
BDB5461,H5425,נָתַר
BDB5462,H5425,נָתַר
BDB5463,H5427,נֶ֫תֶר
BDB5464,H5428,נָתַשׁ
BDB5466,H5429,סְאָה
BDB5466,H5432,סְאָה
BDB5467,H5430,סְאוֺן
BDB5468,H5431,סָאַן
BDB5469,H5432,סֵאסֵא
BDB5470,H5433,סָבָא
BDB5471,H5433,סָבָא
BDB5472,H5435,סֹ֫בֶא
BDB5473,H5434,סְבָא
BDB5474,H5436,סְבָאִים
BDB5475,H5437,סָבַב
BDB5476,H5438,סִבָּה
BDB5477,H5439,סָבִיב
BDB5477,H4036,סָבִיב
BDB5477,H5437,סָבִיב
BDB5478,H4524,מֵסַב
BDB5478,H5437,מֵסַב
BDB5479,H4141,מוּסָב
BDB5479,H5437,מוּסָב
BDB5480,H5252,נְסִבָּה
BDB5481,H5440,סָבַךְ
BDB5482,H5442,סְבַךְ
BDB5483,H5441,סְבֹךְ
BDB5484,H5444,סִבְּכַי
BDB5484,H7145,סִבְּכַי
BDB5485,H5445,סָבַל
BDB5486,H5447,סֵ֫בֶל
BDB5486,H5449,סֵ֫בֶל
BDB5487,H5448,סֹ֫בֶל
BDB5488,H5449,סַבָּל
BDB5489,H5450,סִבְלָה
BDB5490,H5451,סִבֹּ֫לֶת
BDB5491,H5453,סִבְרַ֫יִם
BDB5492,H5454,סַבְתָּה
BDB5493,H5455,סַבְתְּכָא
BDB5494,H5456,סָגַד
BDB5496,H5459,סְגֻלָּה
BDB5497,H5461,סָגָן
BDB5498,H5462,סָגַר
BDB5498,H4042,סָגַר
BDB5499,H5458,סְגוֺר
BDB5500,H5474,סוּגַר
BDB5501,H4525,מַסְגֵּר
BDB5502,H4526,מִסְגֶּ֫רֶת
BDB5503,H5464,סַגְּרִיר
BDB5504,H5465,סַד
BDB5505,H5467,סְדֹּם
BDB5506,H5466,סָדִין
BDB5508,H5468,סֵ֫דֶר
BDB5509,H7713,שְׂדֵרָה
BDB5510,H4528,מִסְדְּרוֺן
BDB5512,H5469,סַ֫הַר
BDB5513,H5470,סֹ֫הַר
BDB5514,H5471,סוֺא
BDB5515,H5253,סוּג
BDB5515,H5472,סוּג
BDB5515,H7734,סוּג
BDB5516,H5509,סִיג
BDB5516,H7873,סִיג
BDB5517,H5473,סוּג
BDB5517,H7735,סוּג
BDB5519,H5475,סוֺד
BDB5520,H5476,סוֺדִי
BDB5520,H1152,סוֺדִי
BDB5522,H5497,סוּת
BDB5523,H4533,מַסְוֶה
BDB5524,H5500,סוח
BDB5525,H5478,סוּחָה
BDB5526,H5477,סוּחַ
BDB5527,H5479,סוֺטַי
BDB5528,H5480,סוּךְ
BDB5529,H0610,אָסוךְ
BDB5530,H5526,סוּךְ
BDB5531,H4534,מְסוּכָה
BDB5532,H5482,סְוֵן
BDB5533,H5515,סְוֵנִים
BDB5534,H5483,סוּס
BDB5535,H5483,סוּס
BDB5536,H5484,סוּסָה
BDB5537,H5485,סוּסִי
BDB5538,H5486,סוּף
BDB5539,H5490,סוֺף
BDB5540,H5492,סוּפָה
BDB5541,H5488,סוּף
BDB5542,H5489,סוּף
BDB5543,H5492,סוּפָה
BDB5544,H5493,סוּר
BDB5544,H5494,סוּר
BDB5544,H3249,סוּר
BDB5544,H5637,סוּר
BDB5544,H8269,סוּר
BDB5545,H5493,סוּר
BDB5545,H5494,סוּר
BDB5546,H5495,סוּר
BDB5547,H5627,סָרָה
BDB5548,H5496,סוּת
BDB5549,H5498,סָחַב
BDB5550,H5499,סְחָבָה
BDB5551,H5500,סָחָה
BDB5552,H5501,סְחִי
BDB5553,H7823,סָחִישׁ
BDB5554,H5502,סָחַף
BDB5555,H5502,סָחַר
BDB5556,H5504,סַ֫חַר
BDB5556,H5505,סַ֫חַר
BDB5557,H5506,סְחֹרָה
BDB5558,H5507,סֹחֵרָה
BDB5559,H4536,מִסְחָר
BDB5560,H5508,סֹחֶ֫רֶת
BDB5561,H5510,סִיוָן
BDB5562,H5511,סִיחוֺן
BDB5563,H5512,סִין
BDB5564,H5512,סִין
BDB5565,H5514,סִינַי
BDB5566,H5513,סִינִי
BDB5567,H5515,סִינִים
BDB5568,H5516,סִיסְרָא
BDB5569,H5517,סִיעָא
BDB5570,H5518,סִיר
BDB5571,H5518,סִיר
BDB5572,H5522,סִכּוּת
BDB5573,H5524,סֻכּוֺת בְּנוֺת
BDB5574,H5525,סֻכִּיִּים
BDB5575,H5526,סָכַךְ
BDB5576,H4539,מָסָךְ
BDB5577,H4540,מְסֻכָֿה
BDB5578,H4329,מוּסָךְ
BDB5579,H5526,סָכַךְ
BDB5580,H5519,סַךְ
BDB5581,H5520,סֹךְ
BDB5582,H5521,סֻכָּה
BDB5583,H5523,סֻכּוֺת
BDB5584,H5526,סֹכֵךְ
BDB5585,H5527,סְכָכָה
BDB5586,H5528,סָכַל
BDB5587,H5530,סָכָל
BDB5588,H5529,סֶ֫כֶל
BDB5589,H5531,סִכְלוּת
BDB5590,H5532,סָכַן
BDB5591,H4543,מִסְכְּנוֺת
BDB5592,H5533,סָכַן
BDB5593,H5533,סָכַן
BDB5593,H4544,סָכַן
BDB5594,H5534,סָכַר
BDB5594,H4042,סָכַר
BDB5594,H5462,סָכַר
BDB5595,H7936,סָכַר
BDB5596,H5535,סָכַת
BDB5597,H5538,סִלָּא
BDB5598,H5537,סָלָא
BDB5599,H5539,סָלַד
BDB5600,H5540,סֶ֫לֶד
BDB5601,H5541,סָלָה
BDB5602,H5541,סָלָה
BDB5603,H5543,סַלּוּ
BDB5604,H5543,סָלוא
BDB5605,H5543,סַלּוּא
BDB5606,H5544,סַלּוֺן
BDB5607,H5543,סַלַּי
BDB5608,H5545,סָלַח
BDB5609,H5546,סַלָּח
BDB5610,H5547,סְלִיחָה
BDB5611,H5548,סַלְכָה
BDB5612,H5549,סָלַל
BDB5613,H5542,סֶ֑לָה
BDB5614,H5550,סֹלְלָה
BDB5615,H5551,סֻלָּם
BDB5616,H4546,מְסִלָּה
BDB5617,H4547,מַסְלוּל
BDB5619,H5536,סַל
BDB5620,H5552,סַלְסִלָּה
BDB5622,H5553,סֶ֫לַע
BDB5623,H5554,סֶ֫לַע
BDB5624,H5556,סָלְעָם
BDB5625,H5557,סָלַף
BDB5626,H5558,סֶ֫לֶף
BDB5627,H5266,סָלֵק
BDB5628,H5560,סֹ֫לֶת
BDB5629,H5562,סַמְגַּר נְבוֺ
BDB5630,H5563,סְמָדֵר
BDB5631,H5564,סָמַךְ
BDB5632,H5565,סְמַכְיָהוּ
BDB5633,H3253,יִסְמַכְיָ֫הוּ
BDB5634,H5566,סֶ֫מֶל
BDB5636,H5561,סַם
BDB5637,H5567,סמן
BDB5638,H5568,סָמַר
BDB5639,H5569,סָמָר
BDB5640,H4548,מַסְמֵר
BDB5640,H4930,מַסְמֵר
BDB5641,H5570,סְנָאָה
BDB5642,H5571,סַנְבַּלַּט
BDB5643,H5572,סְנֶה
BDB5644,H5573,סֶ֑נֶּה
BDB5645,H5570,סְנוּאָה
BDB5645,H5574,סְנוּאָה
BDB5646,H5575,סַנְוֵרִים
BDB5647,H5576,סַנְחֵרִיב
BDB5648,H5578,סַנְסַנָּה
BDB5649,H5577,סַנְסִנִּים
BDB5650,H5579,סְנַפִּיר
BDB5651,H5580,סָ֑ס
BDB5652,H5581,ִססְמַי
BDB5653,H5582,סָעַד
BDB5654,H4552,מִסְעָד
BDB5655,H5584,סָעָה
BDB5657,H5585,סָעִיף
BDB5658,H5589,סְעַפָּה
BDB5659,H5586,סֵעֵף
BDB5660,H5634,סַרְעַפָּה
BDB5661,H5588,סֵעֵף
BDB5662,H5587,סְעִפָּה
BDB5663,H5590,סָעַר
BDB5664,H5591,סַ֫עַר
BDB5665,H5591,סְעָרָה
BDB5667,H4554,מִסְפּוֺא
BDB5668,H5594,סָפַד
BDB5669,H4553,מִסְפֵּד
BDB5670,H5595,סָפָה
BDB5671,H5596,סָפח
BDB5673,H5599,סָפִיחַ
BDB5674,H5599,סָפִיחַ
BDB5675,H4939,מִשְׂפָּח
BDB5677,H5597,סַפַּ֫חַת
BDB5678,H4556,מִסְפַּ֫חַת
BDB5679,H5596,שִׂפַּח
BDB5680,H4555,מִסְפָּחָה
BDB5681,H5601,סַפִּיר
BDB5682,H5602,סֵ֫פֶל
BDB5683,H5603,סָפַן
BDB5683,H8226,סָפַן
BDB5684,H5604,סִפֻּן
BDB5685,H5600,סְפִינָה
BDB5687,H5592,סַף
BDB5688,H5592,סַף
BDB5689,H5605,ספף
BDB5690,H5593,סַף
BDB5690,H5598,סַף
BDB5691,H5506,סָפַק
BDB5691,H8210,סָפַק
BDB5692,H5607,שֶׂ֫פֶק
BDB5693,H5612,סֵ֫פֶר
BDB5693,H7158,סֵ֫פֶר
BDB5694,H5612,סִפְרָה
BDB5694,H5615,סִפְרָה
BDB5695,H5608,סָפַר
BDB5696,H5608,סֹפֵר
BDB5697,H5610,סְפָר
BDB5698,H5611,סְפָר
BDB5699,H5615,סְפֹרָה
BDB5699,H5612,סְפֹרָה
BDB5700,H4557,מִסְפָר
BDB5701,H4558,מִסְפָּר
BDB5701,H4559,מִסְפָּר
BDB5702,H5618,סֹפֶ֫רֶת
BDB5703,H5614,סְפָרֵד
BDB5704,H5617,סְפַרְוַ֫יִם
BDB5705,H5616,סְפַרְוִי
BDB5706,H5619,סָקַל
BDB5707,H5621,סָרָב
BDB5708,H5623,סַרְגֿוֺן
BDB5710,H5624,סֶ֫רֶד
BDB5711,H5625,סַרְדִּי
BDB5712,H5628,סָרַח
BDB5713,H5629,סֶ֫רַח
BDB5714,H5630,סִרְיֹן
BDB5715,H5631,סָרִיס
BDB5716,H5633,סֶ֫רֶן
BDB5717,H5633,סֶ֫רֶן
BDB5718,H5636,סִרְפַּד
BDB5719,H5637,סָרַר
BDB5720,H5620,סַר
BDB5721,H5638,סתו
BDB5722,H5640,סָתַם
BDB5723,H5641,סָתַר
BDB5724,H5643,סֵ֫תֶר
BDB5725,H5643,סִתְרָה
BDB5726,H5639,סְתוּר
BDB5727,H5644,סִתְרִי
BDB5728,H4563,מִסְתּוֺר
BDB5729,H4565,מִסְתָּר
BDB5730,H4564,מַסְתֵּר
BDB5733,H5646,עָב
BDB5734,H5647,עָבַד
BDB5735,H5650,עֶ֫בֶד
BDB5736,H5651,עֶ֫בֶד
BDB5737,H5652,עֲבָד
BDB5738,H5744,עוֺבֵד
BDB5739,H5654,עֹבֵדאֱדֹם
BDB5740,H5663,עֶ֫בֶד מֶ֫לֶךְ
BDB5741,H5664,עֲבֵד נְגוֺ
BDB5742,H5653,עַבְדָּא
BDB5743,H5655,עַבְדְּאֵל
BDB5744,H5656,עַבֹדָה
BDB5745,H5657,עֲבֻדָּה
BDB5746,H5658,עַבְדּוֺן
BDB5746,H5683,עַבְדּוֺן
BDB5747,H5659,עַבְדוֺת
BDB5748,H5660,עַבְדִּי
BDB5749,H5661,עַבְדִּיאֵל
BDB5750,H5662,עֹבַדְיָ֫הוּ
BDB5751,H4566,מַעְבָּד
BDB5752,H5666,עָבָה
BDB5753,H5672,עֲבִי
BDB5753,H5645,עֲבִי
BDB5754,H4568,מַעֲבֶה
BDB5756,H5667,עֲבוֺט
BDB5757,H5671,עַבְטִיט
BDB5758,H5670,עָבַט
BDB5760,H5658,עוֺבָל
BDB5760,H5745,עוֺבָל
BDB5761,H5658,עֵיבָל
BDB5762,H5658,עֵיבָל
BDB5764,H3258,יַעְבֵּץ
BDB5765,H5674,עָבַר
BDB5766,H5676,עֵ֫בֶר
BDB5767,H5677,עֵ֫בֶר
BDB5768,H5680,עִבְרִי
BDB5769,H5681,עִבְרִי
BDB5770,H5679,עֲבָרָה
BDB5771,H5678,עֶבְרָה
BDB5772,H5674,עָבַר
BDB5773,H5682,עֲבָרִים
BDB5774,H5683,עֶבְרֹן
BDB5774,H5658,עֶבְרֹן
BDB5775,H5684,עַבְרֹנָה
BDB5776,H5669,עָבוּר
BDB5777,H5666,עָבוּר
BDB5778,H4569,מַעֲבָר
BDB5780,H5685,עָבַשׁ
BDB5781,H5666,עָבַת
BDB5782,H5887,עָבוֺת
BDB5783,H5688,עֲבֹת
BDB5784,H5689,עָגַב
BDB5785,H5690,עָגָב
BDB5786,H5691,עֲגָבָה
BDB5787,H5748,עוּגָב
BDB5789,H5695,עֵ֫גֶל
BDB5790,H5697,עֶגְלָה
BDB5791,H5698,עֶגְלָה
BDB5792,H5697,עֶגְלַת
BDB5792,H7992,עֶגְלַת
BDB5793,H5696,עָגֹל
BDB5794,H5699,עֲגָלָה
BDB5795,H5694,עָגִיל
BDB5796,H5700,עֶגְלוֺן
BDB5797,H4570,מַעְגָּל
BDB5798,H5701,עָגַם
BDB5799,H5702,עָגַן
BDB5801,H5693,עָגוּר
BDB5803,H5708,עִדָּה
BDB5804,H5714,עִדּוֺ
BDB5804,H3260,עִדּוֺ
BDB5805,H5710,עָדָה
BDB5806,H5703,עַד
BDB5807,H5706,עַד
BDB5808,H5704,עַד
BDB5809,H5728,עֲדֶ֫נָֿה
BDB5810,H5710,עָדָה
BDB5811,H5711,עָדָה
BDB5812,H5716,עֲדִי
BDB5813,H5717,עֲדִיאֵל
BDB5814,H5718,עֲדָיָ֫ה(וּׅ
BDB5815,H5723,עֲדִיתַ֫יִם
BDB5817,H5724,עַדְלָ֑י
BDB5819,H5725,עֲדֻלָּם
BDB5820,H5726,עֲדֻלָּמִי
BDB5822,H5730,עֵ֫דֶן
BDB5823,H5727,עָדַן
BDB5824,H5729,עֵ֫דֶן
BDB5825,H5733,עַדְנָא
BDB5825,H5734,עַדְנָא
BDB5826,H5730,עֶדְנָה
BDB5827,H5734,עֵדְנָה
BDB5828,H5719,עָדִין
BDB5828,H5722,עָדִין
BDB5829,H5720,עָדִין
BDB5830,H5721,עֲדִינָא
BDB5831,H4574,מַעֲדָן
BDB5831,H4575,מַעֲדָן
BDB5833,H5731,עֵ֫דֶן
BDB5834,H5729,עֶ֫דֶן
BDB5835,H5736,עָדַף
BDB5836,H5737,עָדַר
BDB5837,H5741,עַדְרִיאֵל
BDB5838,H5737,עָדַר
BDB5839,H4576,מַעְדֵּר
BDB5840,H5737,עָדַר
BDB5841,H5739,עֵ֫דֶר
BDB5842,H5740,עֵ֫דֶר
BDB5843,H5740,עֵ֫דֶר
BDB5844,H5738,עֶ֫דֶר
BDB5845,H5742,עֲדָשָׁה
BDB5847,H5645,עָב
BDB5847,H5646,עָב
BDB5847,H5672,עָב
BDB5848,H5743,עוּב
BDB5850,H5692,עֻגָה
BDB5851,H5746,עוּג
BDB5852,H4580,מָעוֺג
BDB5853,H5747,עוֺג
BDB5854,H5749,עוּד
BDB5855,H5750,עוֺד
BDB5856,H5752,עֹדֵד
BDB5857,H5707,עֵד
BDB5858,H5713,עֵדָה
BDB5858,H5712,עֵדָה
BDB5859,H5749,עוּד
BDB5860,H5713,עֵדָה
BDB5861,H5715,עֵדוּת
BDB5862,H8584,תְּעוּדָה
BDB5863,H5753,עָוָה
BDB5864,H5754,עַוָּה
BDB5865,H5773,עִוְעִים
BDB5866,H5856,עִי
BDB5866,H1164,עִי
BDB5867,H4596,מְעִי
BDB5869,H5771,עָוֺן
BDB5870,H5753,עָוָה
BDB5871,H5755,עַוָּה
BDB5871,H5754,עַוָּה
BDB5872,H5757,עַוִּי
BDB5872,H5761,עַוִּי
BDB5873,H5756,עוּז
BDB5874,H4581,מָעוֺז
BDB5875,H5757,עַוִּים
BDB5875,H5761,עַוִּים
BDB5876,H5762,עֲוִית
BDB5877,H5763,עוּל
BDB5878,H5764,עוּל
BDB5880,H5759,עֲוִיל
BDB5880,H5760,עֲוִיל
BDB5882,H5766,עָ֫וֶל
BDB5883,H5765,עָוַל
BDB5884,H5766,עַוְלָה
BDB5885,H5760,עֲוִיל
BDB5886,H5767,עַוָּל
BDB5887,H6030,עוּן
BDB5888,H4583,מָעוֺן
BDB5889,H4584,מָעוֺן
BDB5890,H4585,מְעֹנָה
BDB5891,H4587,מְעוֺנֹתַי
BDB5892,H5772,עוֺנָה
BDB5892,H5771,עוֺנָה
BDB5892,H5869,עוֺנָה
BDB5893,H5869,עֹוֵן
BDB5894,H5774,עוּף
BDB5895,H5775,עוֺף
BDB5896,H6079,עַפְעַף
BDB5897,H5774,עוּף
BDB5898,H5890,עֵיפָה
BDB5899,H5891,עֵיפָה
BDB5900,H4155,מוּעָף
BDB5901,H4588,מָעוּף
BDB5903,H5778,עוֺפַי
BDB5904,H5779,עוּץ
BDB5905,H5780,עוּץ
BDB5906,H3263,יעוּץ
BDB5907,H5781,עוּק
BDB5908,H6125,עָקָה
BDB5909,H4157,מוּעָקָה
BDB5910,H5786,עָוַר
BDB5911,H5787,עִוֵּר
BDB5912,H5788,עִוָּרוֺן
BDB5913,H5788,עַוֶּ֫רֶת
BDB5914,H5782,עוּר
BDB5915,H5892,עִיר
BDB5916,H6147,עֵר
BDB5917,H6179,עֵרִי
BDB5918,H6180,עֵרִי
